indexHour,temperatureC
264,10.04375
265,10.18645833
266,10.18645833
267,10.18645833
268,10.18645833
269,10.18645833
270,10.18645833
271,10.18645833
272,10.18645833
273,10.18645833
274,10.18645833
275,10.18645833
276,10.18645833
277,10.18645833
278,10.18645833
279,10.18645833
280,10.18645833
281,10.18645833
282,10.18645833
283,10.18645833
284,10.18645833
285,10.18645833
286,10.18645833
287,10.18645833
288,10.18645833
289,9.876388889
290,9.876388889
291,9.876388889
292,9.876388889
293,9.876388889
294,9.876388889
295,9.876388889
296,9.876388889
297,9.876388889
298,9.876388889
299,9.876388889
300,9.876388889
301,9.876388889
302,9.876388889
303,9.876388889
304,9.876388889
305,9.876388889
306,9.876388889
307,9.876388889
308,9.876388889
309,9.876388889
310,9.876388889
311,9.876388889
312,9.876388889
313,10.00173611
314,10.00173611
315,10.00173611
316,10.00173611
317,10.00173611
318,10.00173611
319,10.00173611
320,10.00173611
321,10.00173611
322,10.00173611
323,10.00173611
324,10.00173611
325,10.00173611
326,10.00173611
327,10.00173611
328,10.00173611
329,10.00173611
330,10.00173611
331,10.00173611
332,10.00173611
333,10.00173611
334,10.00173611
335,10.00173611
336,10.00173611
337,10.86001603
338,10.86001603
339,10.86001603
340,10.86001603
341,10.86001603
342,10.86001603
343,10.86001603
344,10.86001603
345,10.86001603
346,10.86001603
347,10.86001603
348,10.86001603
349,10.86001603
350,10.86001603
351,10.86001603
352,10.86001603
353,10.86001603
354,10.86001603
355,10.86001603
356,10.86001603
357,10.86001603
358,10.86001603
359,10.86001603
360,10.86001603
361,11.71730769
362,11.71730769
363,11.71730769
364,11.71730769
365,11.71730769
366,11.71730769
367,11.71730769
368,11.71730769
369,11.71730769
370,11.71730769
371,11.71730769
372,11.71730769
373,11.71730769
374,11.71730769
375,11.71730769
376,11.71730769
377,11.71730769
378,11.71730769
379,11.71730769
380,11.71730769
381,11.71730769
382,11.71730769
383,11.71730769
384,11.71730769
385,11.90192308
386,11.90192308
387,11.90192308
388,11.90192308
389,11.90192308
390,11.90192308
391,11.90192308
392,11.90192308
393,11.90192308
394,11.90192308
395,11.90192308
396,11.90192308
397,11.90192308
398,11.90192308
399,11.90192308
400,11.90192308
401,11.90192308
402,11.90192308
403,11.90192308
404,11.90192308
405,11.90192308
406,11.90192308
407,11.90192308
408,11.90192308
409,12.08653846
410,12.08653846
411,12.08653846
412,12.08653846
413,12.08653846
414,12.08653846
415,12.08653846
416,12.08653846
417,12.08653846
418,12.08653846
419,12.08653846
420,12.08653846
421,12.08653846
422,12.08653846
423,12.08653846
424,12.08653846
425,12.08653846
426,12.08653846
427,12.08653846
428,12.08653846
429,12.08653846
430,12.08653846
431,12.08653846
432,12.08653846
433,12.28733974
434,12.28733974
435,12.28733974
436,12.28733974
437,12.28733974
438,12.28733974
439,12.28733974
440,12.28733974
441,12.28733974
442,12.28733974
443,12.28733974
444,12.28733974
445,12.28733974
446,12.28733974
447,12.28733974
448,12.28733974
449,12.28733974
450,12.28733974
451,12.28733974
452,12.28733974
453,12.28733974
454,12.28733974
455,12.28733974
456,12.28733974
457,11.10729167
458,11.10729167
459,11.10729167
460,11.10729167
461,11.10729167
462,11.10729167
463,11.10729167
464,11.10729167
465,11.10729167
466,11.10729167
467,11.10729167
468,11.10729167
469,11.10729167
470,11.10729167
471,11.10729167
472,11.10729167
473,11.10729167
474,11.10729167
475,11.10729167
476,11.10729167
477,11.10729167
478,11.10729167
479,11.10729167
480,11.10729167
481,11.140625
482,11.140625
483,11.140625
484,11.140625
485,11.140625
486,11.140625
487,11.140625
488,11.140625
489,11.140625
490,11.140625
491,11.140625
492,11.140625
493,11.140625
494,11.140625
495,11.140625
496,11.140625
497,11.140625
498,11.140625
499,11.140625
500,11.140625
501,11.140625
502,11.140625
503,11.140625
504,11.140625
505,10.996875
506,10.996875
507,10.996875
508,10.996875
509,10.996875
510,10.996875
511,10.996875
512,10.996875
513,10.996875
514,10.996875
515,10.996875
516,10.996875
517,10.996875
518,10.996875
519,10.996875
520,10.996875
521,10.996875
522,10.996875
523,10.996875
524,10.996875
525,10.996875
526,10.996875
527,10.996875
528,10.996875
529,12.13020833
530,12.13020833
531,12.13020833
532,12.13020833
533,12.13020833
534,12.13020833
535,12.13020833
536,12.13020833
537,12.13020833
538,12.13020833
539,12.13020833
540,12.13020833
541,12.13020833
542,12.13020833
543,12.13020833
544,12.13020833
545,12.13020833
546,12.13020833
547,12.13020833
548,12.13020833
549,12.13020833
550,12.13020833
551,12.13020833
552,12.13020833
553,12.390625
554,12.390625
555,12.390625
556,12.390625
557,12.390625
558,12.390625
559,12.390625
560,12.390625
561,12.390625
562,12.390625
563,12.390625
564,12.390625
565,12.390625
566,12.390625
567,12.390625
568,12.390625
569,12.390625
570,12.390625
571,12.390625
572,12.390625
573,12.390625
574,12.390625
575,12.390625
576,12.390625
577,12.434375
578,12.434375
579,12.434375
580,12.434375
581,12.434375
582,12.434375
583,12.434375
584,12.434375
585,12.434375
586,12.434375
587,12.434375
588,12.434375
589,12.434375
590,12.434375
591,12.434375
592,12.434375
593,12.434375
594,12.434375
595,12.434375
596,12.434375
597,12.434375
598,12.434375
599,12.434375
600,12.434375
601,10.10520833
602,10.10520833
603,10.10520833
604,10.10520833
605,10.10520833
606,10.10520833
607,10.10520833
608,10.10520833
609,10.10520833
610,10.10520833
611,10.10520833
612,10.10520833
613,10.10520833
614,10.10520833
615,10.10520833
616,10.10520833
617,10.10520833
618,10.10520833
619,10.10520833
620,10.10520833
621,10.10520833
622,10.10520833
623,10.10520833
624,10.10520833
625,10.06041667
626,10.06041667
627,10.06041667
628,10.06041667
629,10.06041667
630,10.06041667
631,10.06041667
632,10.06041667
633,10.06041667
634,10.06041667
635,10.06041667
636,10.06041667
637,10.06041667
638,10.06041667
639,10.06041667
640,10.06041667
641,10.06041667
642,10.06041667
643,10.06041667
644,10.06041667
645,10.06041667
646,10.06041667
647,10.06041667
648,10.06041667
649,11.65208333
650,11.65208333
651,11.65208333
652,11.65208333
653,11.65208333
654,11.65208333
655,11.65208333
656,11.65208333
657,11.65208333
658,11.65208333
659,11.65208333
660,11.65208333
661,11.65208333
662,11.65208333
663,11.65208333
664,11.65208333
665,11.65208333
666,11.65208333
667,11.65208333
668,11.65208333
669,11.65208333
670,11.65208333
671,11.65208333
672,11.65208333
673,13.33229167
674,13.33229167
675,13.33229167
676,13.33229167
677,13.33229167
678,13.33229167
679,13.33229167
680,13.33229167
681,13.33229167
682,13.33229167
683,13.33229167
684,13.33229167
685,13.33229167
686,13.33229167
687,13.33229167
688,13.33229167
689,13.33229167
690,13.33229167
691,13.33229167
692,13.33229167
693,13.33229167
694,13.33229167
695,13.33229167
696,13.33229167
697,14.04375
698,14.04375
699,14.04375
700,14.04375
701,14.04375
702,14.04375
703,14.04375
704,14.04375
705,14.04375
706,14.04375
707,14.04375
708,14.04375
709,14.04375
710,14.04375
711,14.04375
712,14.04375
713,14.04375
714,14.04375
715,14.04375
716,14.04375
717,14.04375
718,14.04375
719,14.04375
720,14.04375
721,13.734375
722,13.734375
723,13.734375
724,13.734375
725,13.734375
726,13.734375
727,13.734375
728,13.734375
729,13.734375
730,13.734375
731,13.734375
732,13.734375
733,13.734375
734,13.734375
735,13.734375
736,13.734375
737,13.734375
738,13.734375
739,13.734375
740,13.734375
741,13.734375
742,13.734375
743,13.734375
744,13.734375
745,13.15
746,13.15
747,13.15
748,13.15
749,13.15
750,13.15
751,13.15
752,13.15
753,13.15
754,13.15
755,13.15
756,13.15
757,13.15
758,13.15
759,13.15
760,13.15
761,13.15
762,13.15
763,13.15
764,13.15
765,13.15
766,13.15
767,13.15
768,13.15
769,13.52604167
770,13.52604167
771,13.52604167
772,13.52604167
773,13.52604167
774,13.52604167
775,13.52604167
776,13.52604167
777,13.52604167
778,13.52604167
779,13.52604167
780,13.52604167
781,13.52604167
782,13.52604167
783,13.52604167
784,13.52604167
785,13.52604167
786,13.52604167
787,13.52604167
788,13.52604167
789,13.52604167
790,13.52604167
791,13.52604167
792,13.52604167
793,11.77256944
794,11.77256944
795,11.77256944
796,11.77256944
797,11.77256944
798,11.77256944
799,11.77256944
800,11.77256944
801,11.77256944
802,11.77256944
803,11.77256944
804,11.77256944
805,11.77256944
806,11.77256944
807,11.77256944
808,11.77256944
809,11.77256944
810,11.77256944
811,11.77256944
812,11.77256944
813,11.77256944
814,11.77256944
815,11.77256944
816,11.77256944
817,10.61597222
818,10.61597222
819,10.61597222
820,10.61597222
821,10.61597222
822,10.61597222
823,10.61597222
824,10.61597222
825,10.61597222
826,10.61597222
827,10.61597222
828,10.61597222
829,10.61597222
830,10.61597222
831,10.61597222
832,10.61597222
833,10.61597222
834,10.61597222
835,10.61597222
836,10.61597222
837,10.61597222
838,10.61597222
839,10.61597222
840,10.61597222
841,10.0671875
842,10.0671875
843,10.0671875
844,10.0671875
845,10.0671875
846,10.0671875
847,10.0671875
848,10.0671875
849,10.0671875
850,10.0671875
851,10.0671875
852,10.0671875
853,10.0671875
854,10.0671875
855,10.0671875
856,10.0671875
857,10.0671875
858,10.0671875
859,10.0671875
860,10.0671875
861,10.0671875
862,10.0671875
863,10.0671875
864,10.0671875
865,10.3609375
866,10.3609375
867,10.3609375
868,10.3609375
869,10.3609375
870,10.3609375
871,10.3609375
872,10.3609375
873,10.3609375
874,10.3609375
875,10.3609375
876,10.3609375
877,10.3609375
878,10.3609375
879,10.3609375
880,10.3609375
881,10.3609375
882,10.3609375
883,10.3609375
884,10.3609375
885,10.3609375
886,10.3609375
887,10.3609375
888,10.3609375
889,12.52291667
890,12.52291667
891,12.52291667
892,12.52291667
893,12.52291667
894,12.52291667
895,12.52291667
896,12.52291667
897,12.52291667
898,12.52291667
899,12.52291667
900,12.52291667
901,12.52291667
902,12.52291667
903,12.52291667
904,12.52291667
905,12.52291667
906,12.52291667
907,12.52291667
908,12.52291667
909,12.52291667
910,12.52291667
911,12.52291667
912,12.52291667
913,11.8
914,11.8
915,11.8
916,11.8
917,11.8
918,11.8
919,11.8
920,11.8
921,11.8
922,11.8
923,11.8
924,11.8
925,11.8
926,11.8
927,11.8
928,11.8
929,11.8
930,11.8
931,11.8
932,11.8
933,11.8
934,11.8
935,11.8
936,11.8
937,10.625
938,10.625
939,10.625
940,10.625
941,10.625
942,10.625
943,10.625
944,10.625
945,10.625
946,10.625
947,10.625
948,10.625
949,10.625
950,10.625
951,10.625
952,10.625
953,10.625
954,10.625
955,10.625
956,10.625
957,10.625
958,10.625
959,10.625
960,10.625
961,12.00416667
962,12.00416667
963,12.00416667
964,12.00416667
965,12.00416667
966,12.00416667
967,12.00416667
968,12.00416667
969,12.00416667
970,12.00416667
971,12.00416667
972,12.00416667
973,12.00416667
974,12.00416667
975,12.00416667
976,12.00416667
977,12.00416667
978,12.00416667
979,12.00416667
980,12.00416667
981,12.00416667
982,12.00416667
983,12.00416667
984,12.00416667
985,12.30520833
986,12.30520833
987,12.30520833
988,12.30520833
989,12.30520833
990,12.30520833
991,12.30520833
992,12.30520833
993,12.30520833
994,12.30520833
995,12.30520833
996,12.30520833
997,12.30520833
998,12.30520833
999,12.30520833
1000,12.30520833
1001,12.30520833
1002,12.30520833
1003,12.30520833
1004,12.30520833
1005,12.30520833
1006,12.30520833
1007,12.30520833
1008,12.30520833
1009,12.37083333
1010,12.37083333
1011,12.37083333
1012,12.37083333
1013,12.37083333
1014,12.37083333
1015,12.37083333
1016,12.37083333
1017,12.37083333
1018,12.37083333
1019,12.37083333
1020,12.37083333
1021,12.37083333
1022,12.37083333
1023,12.37083333
1024,12.37083333
1025,12.37083333
1026,12.37083333
1027,12.37083333
1028,12.37083333
1029,12.37083333
1030,12.37083333
1031,12.37083333
1032,12.37083333
1033,12.44270833
1034,12.44270833
1035,12.44270833
1036,12.44270833
1037,12.44270833
1038,12.44270833
1039,12.44270833
1040,12.44270833
1041,12.44270833
1042,12.44270833
1043,12.44270833
1044,12.44270833
1045,12.44270833
1046,12.44270833
1047,12.44270833
1048,12.44270833
1049,12.44270833
1050,12.44270833
1051,12.44270833
1052,12.44270833
1053,12.44270833
1054,12.44270833
1055,12.44270833
1056,12.44270833
1057,12.7125
1058,12.7125
1059,12.7125
1060,12.7125
1061,12.7125
1062,12.7125
1063,12.7125
1064,12.7125
1065,12.7125
1066,12.7125
1067,12.7125
1068,12.7125
1069,12.7125
1070,12.7125
1071,12.7125
1072,12.7125
1073,12.7125
1074,12.7125
1075,12.7125
1076,12.7125
1077,12.7125
1078,12.7125
1079,12.7125
1080,12.7125
1081,13.31875
1082,13.31875
1083,13.31875
1084,13.31875
1085,13.31875
1086,13.31875
1087,13.31875
1088,13.31875
1089,13.31875
1090,13.31875
1091,13.31875
1092,13.31875
1093,13.31875
1094,13.31875
1095,13.31875
1096,13.31875
1097,13.31875
1098,13.31875
1099,13.31875
1100,13.31875
1101,13.31875
1102,13.31875
1103,13.31875
1104,13.31875
1105,12.91041667
1106,12.91041667
1107,12.91041667
1108,12.91041667
1109,12.91041667
1110,12.91041667
1111,12.91041667
1112,12.91041667
1113,12.91041667
1114,12.91041667
1115,12.91041667
1116,12.91041667
1117,12.91041667
1118,12.91041667
1119,12.91041667
1120,12.91041667
1121,12.91041667
1122,12.91041667
1123,12.91041667
1124,12.91041667
1125,12.91041667
1126,12.91041667
1127,12.91041667
1128,12.91041667
1129,12.34583333
1130,12.34583333
1131,12.34583333
1132,12.34583333
1133,12.34583333
1134,12.34583333
1135,12.34583333
1136,12.34583333
1137,12.34583333
1138,12.34583333
1139,12.34583333
1140,12.34583333
1141,12.34583333
1142,12.34583333
1143,12.34583333
1144,12.34583333
1145,12.34583333
1146,12.34583333
1147,12.34583333
1148,12.34583333
1149,12.34583333
1150,12.34583333
1151,12.34583333
1152,12.34583333
1153,11.96458333
1154,11.96458333
1155,11.96458333
1156,11.96458333
1157,11.96458333
1158,11.96458333
1159,11.96458333
1160,11.96458333
1161,11.96458333
1162,11.96458333
1163,11.96458333
1164,11.96458333
1165,11.96458333
1166,11.96458333
1167,11.96458333
1168,11.96458333
1169,11.96458333
1170,11.96458333
1171,11.96458333
1172,11.96458333
1173,11.96458333
1174,11.96458333
1175,11.96458333
1176,11.96458333
1177,12.17650698
1178,12.17650698
1179,12.17650698
1180,12.17650698
1181,12.17650698
1182,12.17650698
1183,12.17650698
1184,12.17650698
1185,12.17650698
1186,12.17650698
1187,12.17650698
1188,12.17650698
1189,12.17650698
1190,12.17650698
1191,12.17650698
1192,12.17650698
1193,12.17650698
1194,12.17650698
1195,12.17650698
1196,12.17650698
1197,12.17650698
1198,12.17650698
1199,12.17650698
1200,12.17650698
1201,12.42664975
1202,12.42664975
1203,12.42664975
1204,12.42664975
1205,12.42664975
1206,12.42664975
1207,12.42664975
1208,12.42664975
1209,12.42664975
1210,12.42664975
1211,12.42664975
1212,12.42664975
1213,12.42664975
1214,12.42664975
1215,12.42664975
1216,12.42664975
1217,12.42664975
1218,12.42664975
1219,12.42664975
1220,12.42664975
1221,12.42664975
1222,12.42664975
1223,12.42664975
1224,12.42664975
1225,12.69467005
1226,12.69467005
1227,12.69467005
1228,12.69467005
1229,12.69467005
1230,12.69467005
1231,12.69467005
1232,12.69467005
1233,12.69467005
1234,12.69467005
1235,12.69467005
1236,12.69467005
1237,12.69467005
1238,12.69467005
1239,12.69467005
1240,12.69467005
1241,12.69467005
1242,12.69467005
1243,12.69467005
1244,12.69467005
1245,12.69467005
1246,12.69467005
1247,12.69467005
1248,12.69467005
1249,12.96269036
1250,12.96269036
1251,12.96269036
1252,12.96269036
1253,12.96269036
1254,12.96269036
1255,12.96269036
1256,12.96269036
1257,12.96269036
1258,12.96269036
1259,12.96269036
1260,12.96269036
1261,12.96269036
1262,12.96269036
1263,12.96269036
1264,12.96269036
1265,12.96269036
1266,12.96269036
1267,12.96269036
1268,12.96269036
1269,12.96269036
1270,12.96269036
1271,12.96269036
1272,12.96269036
1273,13.19677453
1274,13.19677453
1275,13.19677453
1276,13.19677453
1277,13.19677453
1278,13.19677453
1279,13.19677453
1280,13.19677453
1281,13.19677453
1282,13.19677453
1283,13.19677453
1284,13.19677453
1285,13.19677453
1286,13.19677453
1287,13.19677453
1288,13.19677453
1289,13.19677453
1290,13.19677453
1291,13.19677453
1292,13.19677453
1293,13.19677453
1294,13.19677453
1295,13.19677453
1296,13.19677453
1297,12.91145833
1298,12.91145833
1299,12.91145833
1300,12.91145833
1301,12.91145833
1302,12.91145833
1303,12.91145833
1304,12.91145833
1305,12.91145833
1306,12.91145833
1307,12.91145833
1308,12.91145833
1309,12.91145833
1310,12.91145833
1311,12.91145833
1312,12.91145833
1313,12.91145833
1314,12.91145833
1315,12.91145833
1316,12.91145833
1317,12.91145833
1318,12.91145833
1319,12.91145833
1320,12.91145833
1321,12.82291667
1322,12.82291667
1323,12.82291667
1324,12.82291667
1325,12.82291667
1326,12.82291667
1327,12.82291667
1328,12.82291667
1329,12.82291667
1330,12.82291667
1331,12.82291667
1332,12.82291667
1333,12.82291667
1334,12.82291667
1335,12.82291667
1336,12.82291667
1337,12.82291667
1338,12.82291667
1339,12.82291667
1340,12.82291667
1341,12.82291667
1342,12.82291667
1343,12.82291667
1344,12.82291667
1345,12.77708333
1346,12.77708333
1347,12.77708333
1348,12.77708333
1349,12.77708333
1350,12.77708333
1351,12.77708333
1352,12.77708333
1353,12.77708333
1354,12.77708333
1355,12.77708333
1356,12.77708333
1357,12.77708333
1358,12.77708333
1359,12.77708333
1360,12.77708333
1361,12.77708333
1362,12.77708333
1363,12.77708333
1364,12.77708333
1365,12.77708333
1366,12.77708333
1367,12.77708333
1368,12.77708333
1369,13.72291667
1370,13.72291667
1371,13.72291667
1372,13.72291667
1373,13.72291667
1374,13.72291667
1375,13.72291667
1376,13.72291667
1377,13.72291667
1378,13.72291667
1379,13.72291667
1380,13.72291667
1381,13.72291667
1382,13.72291667
1383,13.72291667
1384,13.72291667
1385,13.72291667
1386,13.72291667
1387,13.72291667
1388,13.72291667
1389,13.72291667
1390,13.72291667
1391,13.72291667
1392,13.72291667
1393,14.15208333
1394,14.15208333
1395,14.15208333
1396,14.15208333
1397,14.15208333
1398,14.15208333
1399,14.15208333
1400,14.15208333
1401,14.15208333
1402,14.15208333
1403,14.15208333
1404,14.15208333
1405,14.15208333
1406,14.15208333
1407,14.15208333
1408,14.15208333
1409,14.15208333
1410,14.15208333
1411,14.15208333
1412,14.15208333
1413,14.15208333
1414,14.15208333
1415,14.15208333
1416,14.15208333
1417,14.33229167
1418,14.33229167
1419,14.33229167
1420,14.33229167
1421,14.33229167
1422,14.33229167
1423,14.33229167
1424,14.33229167
1425,14.33229167
1426,14.33229167
1427,14.33229167
1428,14.33229167
1429,14.33229167
1430,14.33229167
1431,14.33229167
1432,14.33229167
1433,14.33229167
1434,14.33229167
1435,14.33229167
1436,14.33229167
1437,14.33229167
1438,14.33229167
1439,14.33229167
1440,14.33229167
1441,14.17083333
1442,14.17083333
1443,14.17083333
1444,14.17083333
1445,14.17083333
1446,14.17083333
1447,14.17083333
1448,14.17083333
1449,14.17083333
1450,14.17083333
1451,14.17083333
1452,14.17083333
1453,14.17083333
1454,14.17083333
1455,14.17083333
1456,14.17083333
1457,14.17083333
1458,14.17083333
1459,14.17083333
1460,14.17083333
1461,14.17083333
1462,14.17083333
1463,14.17083333
1464,14.17083333
1465,14.10416667
1466,14.10416667
1467,14.10416667
1468,14.10416667
1469,14.10416667
1470,14.10416667
1471,14.10416667
1472,14.10416667
1473,14.10416667
1474,14.10416667
1475,14.10416667
1476,14.10416667
1477,14.10416667
1478,14.10416667
1479,14.10416667
1480,14.10416667
1481,14.10416667
1482,14.10416667
1483,14.10416667
1484,14.10416667
1485,14.10416667
1486,14.10416667
1487,14.10416667
1488,14.10416667
1489,14.31041667
1490,14.31041667
1491,14.31041667
1492,14.31041667
1493,14.31041667
1494,14.31041667
1495,14.31041667
1496,14.31041667
1497,14.31041667
1498,14.31041667
1499,14.31041667
1500,14.31041667
1501,14.31041667
1502,14.31041667
1503,14.31041667
1504,14.31041667
1505,14.31041667
1506,14.31041667
1507,14.31041667
1508,14.31041667
1509,14.31041667
1510,14.31041667
1511,14.31041667
1512,14.31041667
1513,14.790625
1514,14.790625
1515,14.790625
1516,14.790625
1517,14.790625
1518,14.790625
1519,14.790625
1520,14.790625
1521,14.790625
1522,14.790625
1523,14.790625
1524,14.790625
1525,14.790625
1526,14.790625
1527,14.790625
1528,14.790625
1529,14.790625
1530,14.790625
1531,14.790625
1532,14.790625
1533,14.790625
1534,14.790625
1535,14.790625
1536,14.790625
1537,15.23576389
1538,15.23576389
1539,15.23576389
1540,15.23576389
1541,15.23576389
1542,15.23576389
1543,15.23576389
1544,15.23576389
1545,15.23576389
1546,15.23576389
1547,15.23576389
1548,15.23576389
1549,15.23576389
1550,15.23576389
1551,15.23576389
1552,15.23576389
1553,15.23576389
1554,15.23576389
1555,15.23576389
1556,15.23576389
1557,15.23576389
1558,15.23576389
1559,15.23576389
1560,15.23576389
1561,15.27777778
1562,15.27777778
1563,15.27777778
1564,15.27777778
1565,15.27777778
1566,15.27777778
1567,15.27777778
1568,15.27777778
1569,15.27777778
1570,15.27777778
1571,15.27777778
1572,15.27777778
1573,15.27777778
1574,15.27777778
1575,15.27777778
1576,15.27777778
1577,15.27777778
1578,15.27777778
1579,15.27777778
1580,15.27777778
1581,15.27777778
1582,15.27777778
1583,15.27777778
1584,15.27777778
1585,15.19447115
1586,15.19447115
1587,15.19447115
1588,15.19447115
1589,15.19447115
1590,15.19447115
1591,15.19447115
1592,15.19447115
1593,15.19447115
1594,15.19447115
1595,15.19447115
1596,15.19447115
1597,15.19447115
1598,15.19447115
1599,15.19447115
1600,15.19447115
1601,15.19447115
1602,15.19447115
1603,15.19447115
1604,15.19447115
1605,15.19447115
1606,15.19447115
1607,15.19447115
1608,15.19447115
1609,15.13033654
1610,15.13033654
1611,15.13033654
1612,15.13033654
1613,15.13033654
1614,15.13033654
1615,15.13033654
1616,15.13033654
1617,15.13033654
1618,15.13033654
1619,15.13033654
1620,15.13033654
1621,15.13033654
1622,15.13033654
1623,15.13033654
1624,15.13033654
1625,15.13033654
1626,15.13033654
1627,15.13033654
1628,15.13033654
1629,15.13033654
1630,15.13033654
1631,15.13033654
1632,15.13033654
1633,15.13961538
1634,15.13961538
1635,15.13961538
1636,15.13961538
1637,15.13961538
1638,15.13961538
1639,15.13961538
1640,15.13961538
1641,15.13961538
1642,15.13961538
1643,15.13961538
1644,15.13961538
1645,15.13961538
1646,15.13961538
1647,15.13961538
1648,15.13961538
1649,15.13961538
1650,15.13961538
1651,15.13961538
1652,15.13961538
1653,15.13961538
1654,15.13961538
1655,15.13961538
1656,15.13961538
1657,15.17653846
1658,15.17653846
1659,15.17653846
1660,15.17653846
1661,15.17653846
1662,15.17653846
1663,15.17653846
1664,15.17653846
1665,15.17653846
1666,15.17653846
1667,15.17653846
1668,15.17653846
1669,15.17653846
1670,15.17653846
1671,15.17653846
1672,15.17653846
1673,15.17653846
1674,15.17653846
1675,15.17653846
1676,15.17653846
1677,15.17653846
1678,15.17653846
1679,15.17653846
1680,15.17653846
1681,15.16882535
1682,15.16882535
1683,15.16882535
1684,15.16882535
1685,15.16882535
1686,15.16882535
1687,15.16882535
1688,15.16882535
1689,15.16882535
1690,15.16882535
1691,15.16882535
1692,15.16882535
1693,15.16882535
1694,15.16882535
1695,15.16882535
1696,15.16882535
1697,15.16882535
1698,15.16882535
1699,15.16882535
1700,15.16882535
1701,15.16882535
1702,15.16882535
1703,15.16882535
1704,15.16882535
1705,15.08739255
1706,15.08739255
1707,15.08739255
1708,15.08739255
1709,15.08739255
1710,15.08739255
1711,15.08739255
1712,15.08739255
1713,15.08739255
1714,15.08739255
1715,15.08739255
1716,15.08739255
1717,15.08739255
1718,15.08739255
1719,15.08739255
1720,15.08739255
1721,15.08739255
1722,15.08739255
1723,15.08739255
1724,15.08739255
1725,15.08739255
1726,15.08739255
1727,15.08739255
1728,15.08739255
1729,15.00487106
1730,15.00487106
1731,15.00487106
1732,15.00487106
1733,15.00487106
1734,15.00487106
1735,15.00487106
1736,15.00487106
1737,15.00487106
1738,15.00487106
1739,15.00487106
1740,15.00487106
1741,15.00487106
1742,15.00487106
1743,15.00487106
1744,15.00487106
